0,1,2,3,4,5,6
2,+0.506,53,6,Rubens Barrichello,Ferrari,2002 Japanese Grand Prix
3,+23.292,53,4,Kimi Räikkönen,McLaren,2002 Japanese Grand Prix
4,+36.275,53,3,Juan Pablo Montoya,Williams,2002 Japanese Grand Prix
5,+1:22.694,53,2,Takuma Sato,Jordan,2002 Japanese Grand Prix
6,+1 Lap,52,1,Jenson Button,Renault,2002 Japanese Grand Prix
7,+1 Lap,52,0,Nick Heidfeld,Sauber,2002 Japanese Grand Prix
8,+1 Lap,52,0,Mika Salo,Toyota,2002 Japanese Grand Prix
9,+1 Lap,52,0,Eddie Irvine,Jaguar,2002 Japanese Grand Prix
10,+2 Laps,51,0,Mark Webber,Minardi,2002 Japanese Grand Prix
11,Engine,48,0,Ralf Schumacher,Williams,2002 Japanese Grand Prix
,Transmission,39,0,Pedro de la Rosa,Jaguar,2002 Japanese Grand Prix
,Engine,37,0,Giancarlo Fisichella,Jordan,2002 Japanese Grand Prix
,Mechanical,32,0,Jarno Trulli,Renault,2002 Japanese Grand Prix
,Engine,27,0,Jacques Villeneuve,BAR,2002 Japanese Grand Prix
,Spun off,14,0,Alex Yoong,Minardi,2002 Japanese Grand Prix
,Mechanical,8,0,Olivier Panis,BAR,2002 Japanese Grand Prix
,Throttle,7,0,David Coulthard,McLaren,2002 Japanese Grand Prix
,Accident,3,0,Felipe Massa,Sauber,2002 Japanese Grand Prix
,Injured,0,0,Allan McNish,Toyota,2002 Japanese Grand Prix
1,1:24:42.700,60,10,Michael Schumacher,Ferrari,2004 British Grand Prix
2,+2.130,60,8,Kimi Räikkönen,McLaren,2004 British Grand Prix
3,+3.114,60,6,Rubens Barrichello,Ferrari,2004 British Grand Prix
4,+10.683,60,5,Jenson Button,BAR,2004 British Grand Prix
5,+12.173,60,4,Juan Pablo Montoya,Williams,2004 British Grand Prix
6,+12.888,60,3,Giancarlo Fisichella,Sauber,2004 British Grand Prix
7,+19.668,60,2,David Coulthard,McLaren,2004 British Grand Prix
8,+23.701,60,1,Mark Webber,Jaguar,2004 British Grand Prix
9,+24.023,60,0,Felipe Massa,Sauber,2004 British Grand Prix
10,+24.835,60,0,Fernando Alonso,Renault,2004 British Grand Prix
11,+33.736,60,0,Takuma Sato,BAR,2004 British Grand Prix
12,+34.303,60,0,Marc Gené,Williams,2004 British Grand Prix
13,+1 Lap,59,0,Cristiano da Matta,Toyota,2004 British Grand Prix
14,+1 Lap,59,0,Christian Klien,Jaguar,2004 British Grand Prix
15,+1 Lap,59,0,Nick Heidfeld,Jordan,2004 British Grand Prix
16,+4 Laps,56,0,Gianmaria Bruni,Minardi,2004 British Grand Prix
,Spun off,47,0,Giorgio Pantano,Jordan,2004 British Grand Prix
,Accident,39,0,Jarno Trulli,Renault,2004 British Grand Prix
,Engine,29,0,Zsolt Baumgartner,Minardi,2004 British Grand Prix
,Accident,16,0,Olivier Panis,Toyota,2004 British Grand Prix
1,1:23:54.848,66,10,Michael Schumacher,Ferrari,2004 German Grand Prix
2,+8.388,66,8,Jenson Button,BAR,2004 German Grand Prix
3,+16.351,66,6,Fernando Alonso,Renault,2004 German Grand Prix
4,+19.231,66,5,David Coulthard,McLaren,2004 German Grand Prix
5,+23.055,66,4,Juan Pablo Montoya,Williams,2004 German Grand Prix
6,+41.108,66,3,Mark Webber,Jaguar,2004 German Grand Prix
7,+41.956,66,2,Antônio Pizzonia,Williams,2004 German Grand Prix
8,+46.842,66,1,Takuma Sato,BAR,2004 German Grand Prix
9,+1:07.102,66,0,Giancarlo Fisichella,Sauber,2004 German Grand Prix
10,+1:08.578,66,0,Christian Klien,Jaguar,2004 German Grand Prix
11,+1:10.258,66,0,Jarno Trulli,Renault,2004 German Grand Prix
12,+1:13.252,66,0,Rubens Barrichello,Ferrari,2004 German Grand Prix
13,+1 Lap,65,0,Felipe Massa,Sauber,2004 German Grand Prix
14,+1 Lap,65,0,Olivier Panis,Toyota,2004 German Grand Prix
15,+3 Laps,63,0,Giorgio Pantano,Jordan,2004 German Grand Prix
16,+4 Laps,62,0,Zsolt Baumgartner,Minardi,2004 German Grand Prix
17,+4 Laps,62,0,Gianmaria Bruni,Minardi,2004 German Grand Prix
,Handling,42,0,Nick Heidfeld,Jordan,2004 German Grand Prix
,Puncture,38,0,Cristiano da Matta,Toyota,2004 German Grand Prix
,Rear wing,13,0,Kimi Räikkönen,McLaren,2004 German Grand Prix
1,1:35:26.131,70,10,Michael Schumacher,Ferrari,2004 Hungarian Grand Prix
2,+4.696,70,8,Rubens Barrichello,Ferrari,2004 Hungarian Grand Prix
3,+44.599,70,6,Fernando Alonso,Renault,2004 Hungarian Grand Prix
4,+1:02.613,70,5,Juan Pablo Montoya,Williams,2004 Hungarian Grand Prix
5,+1:07.439,70,4,Jenson Button,BAR,2004 Hungarian Grand Prix
6,+1 Lap,69,3,Takuma Sato,BAR,2004 Hungarian Grand Prix
7,+1 Lap,69,2,Antônio Pizzonia,Williams,2004 Hungarian Grand Prix
8,+1 Lap,69,1,Giancarlo Fisichella,Sauber,2004 Hungarian Grand Prix
9,+1 Lap,69,0,David Coulthard,McLaren,2004 Hungarian Grand Prix
10,+1 Lap,69,0,Mark Webber,Jaguar,2004 Hungarian Grand Prix
11,+1 Lap,69,0,Olivier Panis,Toyota,2004 Hungarian Grand Prix
12,+2 Laps,68,0,Nick Heidfeld,Jordan,2004 Hungarian Grand Prix
13,+2 Laps,68,0,Christian Klien,Jaguar,2004 Hungarian Grand Prix
14,+4 Laps,66,0,Gianmaria Bruni,Minardi,2004 Hungarian Grand Prix
15,+5 Laps,65,0,Zsolt Baumgartner,Minardi,2004 Hungarian Grand Prix
,Gearbox,48,0,Giorgio Pantano,Jordan,2004 Hungarian Grand Prix
,Engine,41,0,Jarno Trulli,Renault,2004 Hungarian Grand Prix
,Electronics,31,0,Ricardo Zonta,Toyota,2004 Hungarian Grand Prix
,Brakes,21,0,Felipe Massa,Sauber,2004 Hungarian Grand Prix
,Electrical,13,0,Kimi Räikkönen,McLaren,2004 Hungarian Grand Prix
1,1:32:35.274,44,10,Kimi Räikkönen,McLaren,2004 Belgian Grand Prix
2,+3.132,44,8,Michael Schumacher,Ferrari,2004 Belgian Grand Prix
3,+4.371,44,6,Rubens Barrichello,Ferrari,2004 Belgian Grand Prix
4,+12.504,44,5,Felipe Massa,Sauber,2004 Belgian Grand Prix
5,+14.104,44,4,Giancarlo Fisichella,Sauber,2004 Belgian Grand Prix
6,+14.614,44,3,Christian Klien,Jaguar,2004 Belgian Grand Prix
7,+17.970,44,2,David Coulthard,McLaren,2004 Belgian Grand Prix
8,+18.693,44,1,Olivier Panis,Toyota,2004 Belgian Grand Prix
9,+22.115,44,0,Jarno Trulli,Renault,2004 Belgian Grand Prix
10,Engine,41,0,Ricardo Zonta,Toyota,2004 Belgian Grand Prix
11,+4 Laps,40,0,Nick Heidfeld,Jordan,2004 Belgian Grand Prix
,Tyre,37,0,Juan Pablo Montoya,Williams,2004 Belgian Grand Prix
,Gearbox,31,0,Antônio Pizzonia,Williams,2004 Belgian Grand Prix
,Collision,29,0,Jenson Button,BAR,2004 Belgian Grand Prix
,Collision,28,0,Zsolt Baumgartner,Minardi,2004 Belgian Grand Prix
,Engine,11,0,Fernando Alonso,Renault,2004 Belgian Grand Prix
,Collision,0,0,Mark Webber,Jaguar,2004 Belgian Grand Prix
,Collision,0,0,Takuma Sato,BAR,2004 Belgian Grand Prix
,Collision,0,0,Giorgio Pantano,Jordan,2004 Belgian Grand Prix
,Collision,0,0,Gianmaria Bruni,Minardi,2004 Belgian Grand Prix
1,1:15:18.448,53,10,Rubens Barrichello,Ferrari,2004 Italian Grand Prix
2,+1.347,53,8,Michael Schumacher,Ferrari,2004 Italian Grand Prix
3,+10.197,53,6,Jenson Button,BAR,2004 Italian Grand Prix
4,+15.370,53,5,Takuma Sato,BAR,2004 Italian Grand Prix
5,+32.352,53,4,Juan Pablo Montoya,Williams,2004 Italian Grand Prix
6,+33.439,53,3,David Coulthard,McLaren,2004 Italian Grand Prix
7,+33.752,53,2,Antônio Pizzonia,Williams,2004 Italian Grand Prix
8,+35.431,53,1,Giancarlo Fisichella,Sauber,2004 Italian Grand Prix
9,+56.761,53,0,Mark Webber,Jaguar,2004 Italian Grand Prix
10,+1:06.316,53,0,Jarno Trulli,Renault,2004 Italian Grand Prix
11,+1:22.531,53,0,Ricardo Zonta,Toyota,2004 Italian Grand Prix
12,+1 Lap,52,0,Felipe Massa,Sauber,2004 Italian Grand Prix
13,+1 Lap,52,0,Christian Klien,Jaguar,2004 Italian Grand Prix
14,+1 Lap,52,0,Nick Heidfeld,Jordan,2004 Italian Grand Prix
15,+3 Laps,50,0,Zsolt Baumgartner,Minardi,2004 Italian Grand Prix
,Spun off,40,0,Fernando Alonso,Renault,2004 Italian Grand Prix
,Accident,33,0,Giorgio Pantano,Jordan,2004 Italian Grand Prix
,Fire,29,0,Gianmaria Bruni,Minardi,2004 Italian Grand Prix
,Engine,13,0,Kimi Räikkönen,McLaren,2004 Italian Grand Prix
,Collision,0,0,Olivier Panis,Toyota,2004 Italian Grand Prix
1,1:29:12.420,56,10,Rubens Barrichello,Ferrari,2004 Chinese Grand Prix
2,+1.035,56,8,Jenson Button,BAR,2004 Chinese Grand Prix
3,+1.469,56,6,Kimi Räikkönen,McLaren,2004 Chinese Grand Prix
4,+32.510,56,5,Fernando Alonso,Renault,2004 Chinese Grand Prix
5,+45.193,56,4,Juan Pablo Montoya,Williams,2004 Chinese Grand Prix
6,+54.791,56,3,Takuma Sato,BAR,2004 Chinese Grand Prix
7,+1:05.454,56,2,Giancarlo Fisichella,Sauber,2004 Chinese Grand Prix
8,+1:20.080,56,1,Felipe Massa,Sauber,2004 Chinese Grand Prix
9,+1:20.619,56,0,David Coulthard,McLaren,2004 Chinese Grand Prix
10,+1 Lap,55,0,Mark Webber,Jaguar,2004 Chinese Grand Prix
11,+1 Lap,55,0,Jacques Villeneuve,Renault,2004 Chinese Grand Prix
12,+1 Lap,55,0,Michael Schumacher,Ferrari,2004 Chinese Grand Prix
13,+1 Lap,55,0,Nick Heidfeld,Jordan,2004 Chinese Grand Prix
14,+1 Lap,55,0,Olivier Panis,Toyota,2004 Chinese Grand Prix
15,+1 Lap,55,0,Timo Glock,Jordan,2004 Chinese Grand Prix
16,+3 Laps,53,0,Zsolt Baumgartner,Minardi,2004 Chinese Grand Prix
,Wheel,38,0,Gianmaria Bruni,Minardi,2004 Chinese Grand Prix
,Collision,37,0,Ralf Schumacher,Williams,2004 Chinese Grand Prix
,Transmission,35,0,Ricardo Zonta,Toyota,2004 Chinese Grand Prix
,Collision,11,0,Christian Klien,Jaguar,2004 Chinese Grand Prix
1,1:24:26.985,53,10,Michael Schumacher,Ferrari,2004 Japanese Grand Prix
2,+14.098,53,8,Ralf Schumacher,Williams,2004 Japanese Grand Prix
3,+19.662,53,6,Jenson Button,BAR,2004 Japanese Grand Prix
4,+31.781,53,5,Takuma Sato,BAR,2004 Japanese Grand Prix
5,+37.767,53,4,Fernando Alonso,Renault,2004 Japanese Grand Prix
6,+39.362,53,3,Kimi Räikkönen,McLaren,2004 Japanese Grand Prix
7,+55.347,53,2,Juan Pablo Montoya,Williams,2004 Japanese Grand Prix
8,+56.276,53,1,Giancarlo Fisichella,Sauber,2004 Japanese Grand Prix
9,+1:29.656,53,0,Felipe Massa,Sauber,2004 Japanese Grand Prix
10,+1 Lap,52,0,Jacques Villeneuve,Renault,2004 Japanese Grand Prix
11,+1 Lap,52,0,Jarno Trulli,Toyota,2004 Japanese Grand Prix
12,+1 Lap,52,0,Christian Klien,Jaguar,2004 Japanese Grand Prix
13,+1 Lap,52,0,Nick Heidfeld,Jordan,2004 Japanese Grand Prix
14,+2 Laps,51,0,Olivier Panis,Toyota,2004 Japanese Grand Prix
15,+2 Laps,51,0,Timo Glock,Jordan,2004 Japanese Grand Prix
16,+3 Laps,50,0,Gianmaria Bruni,Minardi,2004 Japanese Grand Prix
,Spun off,41,0,Zsolt Baumgartner,Minardi,2004 Japanese Grand Prix
,Collision,38,0,Rubens Barrichello,Ferrari,2004 Japanese Grand Prix
,Collision,38,0,David Coulthard,McLaren,2004 Japanese Grand Prix
,Overheating,20,0,Mark Webber,Jaguar,2004 Japanese Grand Prix
1,1:28:01.451,71,10,Juan Pablo Montoya,Williams,2004 Brazilian Grand Prix
2,+1.022,71,8,Kimi Räikkönen,McLaren,2004 Brazilian Grand Prix
3,+24.099,71,6,Rubens Barrichello,Ferrari,2004 Brazilian Grand Prix
4,+48.508,71,5,Fernando Alonso,Renault,2004 Brazilian Grand Prix
5,+49.740,71,4,Ralf Schumacher,Williams,2004 Brazilian Grand Prix
6,+50.248,71,3,Takuma Sato,BAR,2004 Brazilian Grand Prix
7,+50.626,71,2,Michael Schumacher,Ferrari,2004 Brazilian Grand Prix
8,+1:02.310,71,1,Felipe Massa,Sauber,2004 Brazilian Grand Prix
9,+1:03.842,71,0,Giancarlo Fisichella,Sauber,2004 Brazilian Grand Prix
10,+1 Lap,70,0,Jacques Villeneuve,Renault,2004 Brazilian Grand Prix
11,+1 Lap,70,0,David Coulthard,McLaren,2004 Brazilian Grand Prix
12,+1 Lap,70,0,Jarno Trulli,Toyota,2004 Brazilian Grand Prix
13,+1 Lap,70,0,Ricardo Zonta,Toyota,2004 Brazilian Grand Prix
14,+2 Laps,69,0,Christian Klien,Jaguar,2004 Brazilian Grand Prix
15,+2 Laps,69,0,Timo Glock,Jordan,2004 Brazilian Grand Prix
16,+4 Laps,67,0,Zsolt Baumgartner,Minardi,2004 Brazilian Grand Prix
17,+4 Laps,67,0,Gianmaria Bruni,Minardi,2004 Brazilian Grand Prix
,Collision,23,0,Mark Webber,Jaguar,2004 Brazilian Grand Prix
,Clutch,15,0,Nick Heidfeld,Jordan,2004 Brazilian Grand Prix
,Engine,3,0,Jenson Button,BAR,2004 Brazilian Grand Prix
1,1:24:17.336,57,10,Giancarlo Fisichella,Renault,2005 Australian Grand Prix
2,+5.553,57,8,Rubens Barrichello,Ferrari,2005 Australian Grand Prix
3,+6.712,57,6,Fernando Alonso,Renault,2005 Australian Grand Prix
4,+16.131,57,5,David Coulthard,Red Bull,2005 Australian Grand Prix
5,+16.908,57,4,Mark Webber,Williams,2005 Australian Grand Prix
6,+35.033,57,3,Juan Pablo Montoya,McLaren,2005 Australian Grand Prix
7,+38.997,57,2,Christian Klien,Red Bull,2005 Australian Grand Prix
8,+39.633,57,1,Kimi Räikkönen,McLaren,2005 Australian Grand Prix
9,+1:03.108,57,0,Jarno Trulli,Toyota,2005 Australian Grand Prix
10,+1:04.393,57,0,Felipe Massa,Sauber,2005 Australian Grand Prix
,+1 Lap,56,0,Jenson Button,BAR,2005 Australian Grand Prix
12,+1 Lap,56,0,Ralf Schumacher,Toyota,2005 Australian Grand Prix
13,+1 Lap,56,0,Jacques Villeneuve,Sauber,2005 Australian Grand Prix
,+2 Laps,55,0,Takuma Sato,BAR,2005 Australian Grand Prix
15,+2 Laps,55,0,Narain Karthikeyan,Jordan,2005 Australian Grand Prix
16,+2 Laps,55,0,Tiago Monteiro,Jordan,2005 Australian Grand Prix
17,+4 Laps,55,0,Patrick Friesacher,Minardi,2005 Australian Grand Prix
,Accident,42,0,Michael Schumacher,Ferrari,2005 Australian Grand Prix
,Accident,42,0,Nick Heidfeld,Williams,2005 Australian Grand Prix
,Gearbox,16,0,Christijan Albers,Minardi,2005 Australian Grand Prix
1,1:31:33.736,56,10,Fernando Alonso,Renault,2005 Malaysian Grand Prix
2,+24.327,56,8,Jarno Trulli,Toyota,2005 Malaysian Grand Prix
3,+32.188,56,6,Nick Heidfeld,Williams,2005 Malaysian Grand Prix
4,+41.631,56,5,Juan Pablo Montoya,McLaren,2005 Malaysian Grand Prix
5,+51.854,56,4,Ralf Schumacher,Toyota,2005 Malaysian Grand Prix
6,+1:12.543,56,3,David Coulthard,Red Bull,2005 Malaysian Grand Prix
7,+1:19.988,56,2,Michael Schumacher,Ferrari,2005 Malaysian Grand Prix
8,+1:20.835,56,1,Christian Klien,Red Bull,2005 Malaysian Grand Prix
9,+1:21.580,56,0,Kimi Räikkönen,McLaren,2005 Malaysian Grand Prix
10,+1 Lap,55,0,Felipe Massa,Sauber,2005 Malaysian Grand Prix
11,+2 Laps,54,0,Narain Karthikeyan,Jordan,2005 Malaysian Grand Prix
12,+3 Laps,53,0,Tiago Monteiro,Jordan,2005 Malaysian Grand Prix
13,+4 Laps,52,0,Christijan Albers,Minardi,2005 Malaysian Grand Prix
,Tyre,49,0,Rubens Barrichello,Ferrari,2005 Malaysian Grand Prix
,Collision,36,0,Giancarlo Fisichella,Renault,2005 Malaysian Grand Prix
,Collision,36,0,Mark Webber,Williams,2005 Malaysian Grand Prix
,Spun off,26,0,Jacques Villeneuve,Sauber,2005 Malaysian Grand Prix
,Engine,2,0,Anthony Davidson,BAR,2005 Malaysian Grand Prix
,Engine,2,0,Jenson Button,BAR,2005 Malaysian Grand Prix
,Spun off,2,0,Patrick Friesacher,Minardi,2005 Malaysian Grand Prix
1,1:29:18.531,57,10,Fernando Alonso,Renault,2005 Bahrain Grand Prix
2,+13.409,57,8,Jarno Trulli,Toyota,2005 Bahrain Grand Prix
3,+32.063,57,6,Kimi Räikkönen,McLaren,2005 Bahrain Grand Prix
4,+53.272,57,5,Ralf Schumacher,Toyota,2005 Bahrain Grand Prix
5,+1:04.988,57,4,Pedro de la Rosa,McLaren,2005 Bahrain Grand Prix
6,+1:14.701,57,3,Mark Webber,Williams,2005 Bahrain Grand Prix
7,+1 Lap,56,2,Felipe Massa,Sauber,2005 Bahrain Grand Prix
8,+1 Lap,56,1,David Coulthard,Red Bull,2005 Bahrain Grand Prix
9,+1 Lap,56,0,Rubens Barrichello,Ferrari,2005 Bahrain Grand Prix
10,+2 Laps,55,0,Tiago Monteiro,Jordan,2005 Bahrain Grand Prix
11,Suspension,54,0,Jacques Villeneuve,Sauber,2005 Bahrain Grand Prix
12,+3 Laps,54,0,Patrick Friesacher,Minardi,2005 Bahrain Grand Prix
13,+4 Laps,53,0,Christijan Albers,Minardi,2005 Bahrain Grand Prix
,Clutch,46,0,Jenson Button,BAR,2005 Bahrain Grand Prix
,Brakes,27,0,Takuma Sato,BAR,2005 Bahrain Grand Prix
,Engine,25,0,Nick Heidfeld,Williams,2005 Bahrain Grand Prix
,Hydraulics,12,0,Michael Schumacher,Ferrari,2005 Bahrain Grand Prix
,Engine,4,0,Giancarlo Fisichella,Renault,2005 Bahrain Grand Prix
,Electrical,2,0,Narain Karthikeyan,Jordan,2005 Bahrain Grand Prix
,Electrical,0,0,Christian Klien,Red Bull,2005 Bahrain Grand Prix
1,1:27:41.921,62,10,Fernando Alonso,Renault,2005 San Marino Grand Prix
2,+0.215,62,8,Michael Schumacher,Ferrari,2005 San Marino Grand Prix
3,+27.554,62,6,Alexander Wurz,McLaren,2005 San Marino Grand Prix
4,+1:04.442,62,5,Jacques Villeneuve,Sauber,2005 San Marino Grand Prix
5,+1:10.258,62,4,Jarno Trulli,Toyota,2005 San Marino Grand Prix
6,+1:11.282,62,3,Nick Heidfeld,Williams,2005 San Marino Grand Prix
7,+1:23.297,62,2,Mark Webber,Williams,2005 San Marino Grand Prix
8,+1:23.764,62,1,Vitantonio Liuzzi,Red Bull,2005 San Marino Grand Prix
,+10.4,62,0,Jenson Button,BAR,2005 San Marino Grand Prix
,+34.7,62,0,Takuma Sato,BAR,2005 San Marino Grand Prix
9,+1:35.841,62,0,Ralf Schumacher,Toyota,2005 San Marino Grand Prix
10,+1 Lap,61,0,Felipe Massa,Sauber,2005 San Marino Grand Prix
11,+1 Lap,61,0,David Coulthard,Red Bull,2005 San Marino Grand Prix
12,+1 Lap,61,0,Narain Karthikeyan,Jordan,2005 San Marino Grand Prix
13,+2 Laps,60,0,Tiago Monteiro,Jordan,2005 San Marino Grand Prix
,Hydraulics,20,0,Christijan Albers,Minardi,2005 San Marino Grand Prix
,Electrical,18,0,Rubens Barrichello,Ferrari,2005 San Marino Grand Prix
,Driveshaft,9,0,Kimi Räikkönen,McLaren,2005 San Marino Grand Prix
,Clutch,8,0,Patrick Friesacher,Minardi,2005 San Marino Grand Prix
,Accident,5,0,Giancarlo Fisichella,Renault,2005 San Marino Grand Prix
1,1:27:16.830,66,10,Kimi Räikkönen,McLaren,2005 Spanish Grand Prix
2,+27.652,66,8,Fernando Alonso,Renault,2005 Spanish Grand Prix
3,+45.947,66,6,Jarno Trulli,Toyota,2005 Spanish Grand Prix
4,+46.719,66,5,Ralf Schumacher,Toyota,2005 Spanish Grand Prix
5,+57.936,66,4,Giancarlo Fisichella,Renault,2005 Spanish Grand Prix
6,+1:08.542,66,3,Mark Webber,Williams,2005 Spanish Grand Prix
7,+1 Lap,65,2,Juan Pablo Montoya,McLaren,2005 Spanish Grand Prix
8,+1 Lap,65,1,David Coulthard,Red Bull,2005 Spanish Grand Prix
9,+1 Lap,65,0,Rubens Barrichello,Ferrari,2005 Spanish Grand Prix
10,+1 Lap,65,0,Nick Heidfeld,Williams,2005 Spanish Grand Prix
11,Wheel rim,63,0,Felipe Massa,Sauber,2005 Spanish Grand Prix
12,+3 Laps,63,0,Tiago Monteiro,Jordan,2005 Spanish Grand Prix
13,+3 Laps,63,0,Narain Karthikeyan,Jordan,2005 Spanish Grand Prix
,Engine,51,0,Jacques Villeneuve,Sauber,2005 Spanish Grand Prix
,Puncture,46,0,Michael Schumacher,Ferrari,2005 Spanish Grand Prix
,Gearbox,19,0,Christijan Albers,Minardi,2005 Spanish Grand Prix
,Spun off,11,0,Patrick Friesacher,Minardi,2005 Spanish Grand Prix
,Spun off,9,0,Vitantonio Liuzzi,Red Bull,2005 Spanish Grand Prix
1,1:45:15.556,78,10,Kimi Räikkönen,McLaren,2005 Monaco Grand Prix
2,+13.877,78,8,Nick Heidfeld,Williams,2005 Monaco Grand Prix
3,+18.484,78,6,Mark Webber,Williams,2005 Monaco Grand Prix
4,+36.487,78,5,Fernando Alonso,Renault,2005 Monaco Grand Prix
5,+36.647,78,4,Juan Pablo Montoya,McLaren,2005 Monaco Grand Prix
6,+37.117,78,3,Ralf Schumacher,Toyota,2005 Monaco Grand Prix
7,+37.223,78,2,Michael Schumacher,Ferrari,2005 Monaco Grand Prix
8,+37.570,78,1,Rubens Barrichello,Ferrari,2005 Monaco Grand Prix
9,+1 Lap,77,0,Felipe Massa,Sauber,2005 Monaco Grand Prix
10,+1 Lap,77,0,Jarno Trulli,Toyota,2005 Monaco Grand Prix
11,+1 Lap,77,0,Jacques Villeneuve,Sauber,2005 Monaco Grand Prix
12,+1 Lap,77,0,Giancarlo Fisichella,Renault,2005 Monaco Grand Prix
13,+3 Laps,75,0,Tiago Monteiro,Jordan,2005 Monaco Grand Prix
14,+5 Laps,73,0,Christijan Albers,Minardi,2005 Monaco Grand Prix
,Accident,59,0,Vitantonio Liuzzi,Red Bull,2005 Monaco Grand Prix
,Accident,29,0,Patrick Friesacher,Minardi,2005 Monaco Grand Prix
,Accident,23,0,David Coulthard,Red Bull,2005 Monaco Grand Prix
,Hydraulics,18,0,Narain Karthikeyan,Jordan,2005 Monaco Grand Prix
1,1:31:46.648,59,10,Fernando Alonso,Renault,2005 European Grand Prix
2,+16.567,59,8,Nick Heidfeld,Williams,2005 European Grand Prix
3,+18.549,59,6,Rubens Barrichello,Ferrari,2005 European Grand Prix
4,+31.588,59,5,David Coulthard,Red Bull,2005 European Grand Prix
5,+50.445,59,4,Michael Schumacher,Ferrari,2005 European Grand Prix
6,+51.932,59,3,Giancarlo Fisichella,Renault,2005 European Grand Prix
7,+58.173,59,2,Juan Pablo Montoya,McLaren,2005 European Grand Prix
8,+1:11.091,59,1,Jarno Trulli,Toyota,2005 European Grand Prix
9,+1:11.529,59,0,Vitantonio Liuzzi,Red Bull,2005 European Grand Prix
10,+1:35.786,59,0,Jenson Button,BAR,2005 European Grand Prix
11,Accident,58,0,Kimi Räikkönen,McLaren,2005 European Grand Prix
12,+1 Lap,58,0,Takuma Sato,BAR,2005 European Grand Prix
13,+1 Lap,58,0,Jacques Villeneuve,Sauber,2005 European Grand Prix
14,+1 Lap,58,0,Felipe Massa,Sauber,2005 European Grand Prix
15,+1 Lap,58,0,Tiago Monteiro,Jordan,2005 European Grand Prix
16,+1 Lap,58,0,Narain Karthikeyan,Jordan,2005 European Grand Prix
17,+2 Laps,57,0,Christijan Albers,Minardi,2005 European Grand Prix
18,+3 Laps,56,0,Patrick Friesacher,Minardi,2005 European Grand Prix
,Spun off,33,0,Ralf Schumacher,Toyota,2005 European Grand Prix
,Accident,0,0,Mark Webber,Williams,2005 European Grand Prix
1,1:32:09.290,70,10,Kimi Räikkönen,McLaren,2005 Canadian Grand Prix
2,+1.1,70,8,Michael Schumacher,Ferrari,2005 Canadian Grand Prix
3,+40.4,70,6,Rubens Barrichello,Ferrari,2005 Canadian Grand Prix
4,+55.1,70,5,Felipe Massa,Sauber,2005 Canadian Grand Prix
5,+55.7,70,4,Mark Webber,Williams,2005 Canadian Grand Prix
6,+1 Lap,69,3,Ralf Schumacher,Toyota,2005 Canadian Grand Prix
7,+1 Lap,69,2,David Coulthard,Red Bull,2005 Canadian Grand Prix
8,+1 Lap,69,1,Christian Klien,Red Bull,2005 Canadian Grand Prix
9,+1 Lap,69,0,Jacques Villeneuve,Sauber,2005 Canadian Grand Prix
10,+3 Laps,67,0,Tiago Monteiro,Jordan,2005 Canadian Grand Prix
11,+3 Laps,67,0,Christijan Albers,Minardi,2005 Canadian Grand Prix
,Brakes,62,0,Jarno Trulli,Toyota,2005 Canadian Grand Prix
,Disqualified,52,0,Juan Pablo Montoya,McLaren,2005 Canadian Grand Prix
,Accident,46,0,Jenson Button,BAR,2005 Canadian Grand Prix
,Engine,43,0,Nick Heidfeld,Williams,2005 Canadian Grand Prix
,Brakes,40,0,Takuma Sato,BAR,2005 Canadian Grand Prix
,Hydraulics,39,0,Patrick Friesacher,Minardi,2005 Canadian Grand Prix
,Suspension,38,0,Fernando Alonso,Renault,2005 Canadian Grand Prix
,Hydraulics,32,0,Giancarlo Fisichella,Renault,2005 Canadian Grand Prix
,Suspension,24,0,Narain Karthikeyan,Jordan,2005 Canadian Grand Prix
1,1:29:43.181,73,10,Michael Schumacher,Ferrari,2005 United States Grand Prix
2,+1.5,73,8,Rubens Barrichello,Ferrari,2005 United States Grand Prix
3,+1 Lap,72,6,Tiago Monteiro,Jordan,2005 United States Grand Prix
4,+1 Lap,72,5,Narain Karthikeyan,Jordan,2005 United States Grand Prix
5,+2 Laps,71,4,Christijan Albers,Minardi,2005 United States Grand Prix
6,+2 Laps,71,3,Patrick Friesacher,Minardi,2005 United States Grand Prix
,Withdrew,0,0,Juan Pablo Montoya,McLaren,2005 United States Grand Prix
,Withdrew,0,0,Christian Klien,Red Bull,2005 United States Grand Prix
,Withdrew,0,0,Jacques Villeneuve,Sauber,2005 United States Grand Prix
,Withdrew,0,0,Nick Heidfeld,Williams,2005 United States Grand Prix
,Withdrew,0,0,Giancarlo Fisichella,Renault,2005 United States Grand Prix
,Withdrew,0,0,Fernando Alonso,Renault,2005 United States Grand Prix
,Withdrew,0,0,Kimi Räikkönen,McLaren,2005 United States Grand Prix
,Withdrew,0,0,Takuma Sato,BAR,2005 United States Grand Prix
,Withdrew,0,0,Felipe Massa,Sauber,2005 United States Grand Prix
,Withdrew,0,0,David Coulthard,Red Bull,2005 United States Grand Prix
,Withdrew,0,0,Jarno Trulli,Toyota,2005 United States Grand Prix
,Withdrew,0,0,Mark Webber,Williams,2005 United States Grand Prix
,Withdrew,0,0,Jenson Button,BAR,2005 United States Grand Prix
,Withdrew,0,0,Ricardo Zonta,Toyota,2005 United States Grand Prix
